# Wordlist

# META
@vowels:T V _

# DATA
ID	GLOSSID	CONCEPT	COUNTERPART	IPA	DOCULECT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	CUSTOMID	ALIGNMENT
403	402	five	pět	pjɛt	Czech	p j ɛ t	1 6 7 1	ACXN	PJET	3	3.P.C 3.J.C 3.E.V 3.T.c	2.0 1.5 1.5 0.8	0	227	p j ɛ - t
404	403	five	pięć	pʲɛɲt͡ɕ	Polish	pʲ ɛ ɲ t͡ɕ	1 7 4 2	AXLN	PENC	8	8.P.C 8.E.V 8.N.c 8.C.c	2.0 1.5 1.1 0.8	0	227	pʲ - ɛ ɲ t͡ɕ
405	404	five	päť	ˈpɛc	Slovak	ˈp ɛ c	1 7 1	AXN	PEC	13	13.P.C 13.E.V 13.C.c	2.0 1.5 0.8	0	227	ˈp - ɛ - c
406	405	five	pěś	pʲiɪ̯ɕ	Lower Sorbian	pʲ iɪ̯ ɕ	1 7 3	AXN	PIS	5	5.P.C 5.I.V 5.S.c	2.0 1.5 0.8	0	227	pʲ - iɪ̯ - ɕ
408	407	five	пет	pêːt	Bulgarian	p êː t	1 7 1	AXN	PET	2	2.P.C 2.E.V 2.T.c	2.0 1.5 0.8	0	227	p - êː - t
409	408	five	пет	pêːt	Macedonian	p êː t	1 7 1	AXN	PET	6	6.P.C 6.E.V 6.T.c	2.0 1.5 0.8	0	227	p - êː - t
410	409	five	pet	pɛt	Serbo-Croatian Latin	p ɛ t	1 7 1	AXN	PET	12	12.P.C 12.E.V 12.T.c	2.0 1.5 0.8	0	227	p - ɛ - t
411	410	five	пет	pêːt	Serbo-Croatian Cyrillic	p êː t	1 7 1	AXN	PET	11	11.P.C 11.E.V 11.T.c	2.0 1.5 0.8	0	227	p - êː - t
412	411	five	pet	pɛt	Slovene	p ɛ t	1 7 1	AXN	PET	14	14.P.C 14.E.V 14.T.c	2.0 1.5 0.8	0	227	p - ɛ - t
414	413	five	пять	pʲætʲ	Russian	pʲ æ tʲ	1 7 1	AXN	PET	9	9.P.C 9.E.V 9.T.c	2.0 1.5 0.8	0	227	pʲ - æ - tʲ
415	414	five	пять	pʲætʲ	Rusyn	pʲ æ tʲ	1 7 1	AXN	PET	10	10.P.C 10.E.V 10.T.c	2.0 1.5 0.8	0	227	pʲ - æ - tʲ
416	415	five	п'ять	ˈpjɑtʲ	Ukrainian	ˈp j ɑ tʲ	1 6 7 1	ACXN	PJAT	15	15.P.C 15.J.C 15.A.V 15.T.c	2.0 1.5 1.5 0.8	0	227	ˈp j ɑ - tʲ
#
929	928	flower	flower	ˈflaʊ.ə	English	ˈf l aʊ ə	3 5 7 7	ACXZ	BLAE	4	4.B.C 4.L.C 4.A.V 4.E.V	2.0 1.5 1.5 0.8	0	231	ˈf l aʊ ə
930	929	flower	цвѣтъ	t͡svʲet	Old Church Slavonic	t͡s vʲ e t	2 3 7 1	ACXN	CBET	7	7.C.C 7.B.C 7.E.V 7.T.c	2.0 1.5 1.5 0.8	0	238	- t͡s vʲ e t - - -
932	931	flower	kwiat	kfʲat	Polish	k fʲ a t	1 3 7 1	ACXN	KBAT	8	8.K.C 8.B.C 8.A.V 8.T.c	2.0 1.5 1.5 0.8	0	238	- k fʲ a t - - -
933	932	flower	kvet	ˈkvɛt	Slovak	ˈk v ɛ t	1 3 7 1	ACXN	KBET	13	13.K.C 13.B.C 13.E.V 13.T.c	2.0 1.5 1.5 0.8	0	238	- ˈk v ɛ t - - -
934	933	flower	kwětk	kvʲiɪ̯tk	Lower Sorbian	k vʲ iɪ̯ t k	1 3 7 1 1	ACXLN	KBITK	5	5.K.C 5.B.C 5.I.V 5.T.c 5.K.c	2.0 1.5 1.5 1.1 0.8	0	238	- k vʲ iɪ̯ t - k -
936	935	flower	цвете	ˈt͡svɛtɛ	Bulgarian	ˈt͡s v ɛ t ɛ	2 3 7 1 7	ACXBZ	CBETE	2	2.C.C 2.B.C 2.E.V 2.T.C 2.E.V	2.0 1.5 1.5 1.75 0.8	0	238	- ˈt͡s v ɛ t - - ɛ
937	936	flower	цвет	t͡svʲet	Macedonian	t͡s vʲ e t	2 3 7 1	ACXN	CBET	6	6.C.C 6.B.C 6.E.V 6.T.c	2.0 1.5 1.5 0.8	0	238	- t͡s vʲ e t - - -
938	937	flower	cvet	tsʋêːt	Serbo-Croatian Latin	t s ʋ êː t	1 3 6 7 1	ACCXN	TSWET	12	12.T.C 12.S.C 12.W.C 12.E.V 12.T.c	2.0 1.5 1.5 1.5 0.8	0	238	t s ʋ êː t - - -
939	938	flower	цвет	t͡svʲet	Serbo-Croatian Cyrillic	t͡s vʲ e t	2 3 7 1	ACXN	CBET	11	11.C.C 11.B.C 11.E.V 11.T.c	2.0 1.5 1.5 0.8	0	238	- t͡s vʲ e t - - -
940	939	flower	cvet	tsʋêːt	Slovene	t s ʋ êː t	1 3 6 7 1	ACCXN	TSWET	14	14.T.C 14.S.C 14.W.C 14.E.V 14.T.c	2.0 1.5 1.5 1.5 0.8	0	238	t s ʋ êː t - - -
942	941	flower	цветок	t͡svʲɪˈtok	Russian	t͡s vʲ ɪ ˈt o k	2 3 7 1 7 1	ACXBYN	CBITUK	9	9.C.C 9.B.C 9.I.V 9.T.C 9.U.V 9.K.c	2.0 1.5 1.5 1.75 1.3 0.8	0	238	- t͡s vʲ ɪ ˈt o k -
944	943	flower	квітка	ˈkʋʲitkɐ	Ukrainian	ˈk ʋʲ i t k ɐ	1 6 7 1 1 7	ACXMBZ	KWITKE	15	15.K.C 15.W.C 15.I.V 15.T.c 15.K.C 15.E.V	2.0 1.5 1.5 1.1 1.75 0.8	0	238	- ˈk ʋʲ i t - k ɐ
#
2561	2560	fog	fog	fɒɡ	English	f ɒ ɡ	3 7 1	AXN	BOK	4	4.B.C 4.O.V 4.K.c	2.0 1.5 0.8	0	240	f ɒ ɡ
2563	2562	fog	mlha	ml̩ɦa	Czech	m l̩ ɦ a	4 5 3 7	AXBZ	MLHA	3	3.M.C 3.L.V 3.H.C 3.A.V	2.0 1.5 1.75 0.8	0	239	m l̩ ɦ a
2564	2563	fog	mgła	mɡwa	Polish	m ɡ w a	4 1 6 7	ACCZ	MKWA	8	8.M.C 8.K.C 8.W.C 8.A.V	2.0 1.5 1.5 0.8	0	242	m - ɡ w a
2565	2564	fog	hmla	ˈɦmɫa	Slovak	ˈɦ m ɫ a	3 4 5 7	ACCX	HMLA	13	13.H.C 13.M.C 13.L.C 13.A.V	2.0 1.5 1.5 1.5	0	247	ˈɦ m ɫ a
2566	2565	fog	kurjawa	ˈkurʲawa	Lower Sorbian	ˈk u rʲ a w a	1 7 5 7 6 7	AXBYBZ	KYRAWA	5	5.K.C 5.Y.V 5.R.C 5.A.V 5.W.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	241	ˈk u rʲ a w a
2567	2566	fog	kurjawa	ˈkurʲawa	Upper Sorbian	ˈk u rʲ a w a	1 7 5 7 6 7	AXBYBZ	KYRAWA	16	16.K.C 16.Y.V 16.R.C 16.A.V 16.W.C 16.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	241	ˈk u rʲ a w a
2569	2568	fog	магла	ˈmaɡla	Macedonian	ˈm a ɡ l a	4 7 1 5 7	AXBCZ	MAKLA	6	6.M.C 6.A.V 6.K.C 6.L.C 6.A.V	2.0 1.5 1.75 1.5 0.8	0	242	ˈm a ɡ l a
2570	2569	fog	magla	mǎɡla	Serbo-Croatian Latin	m ǎ ɡ l a	4 7 1 5 7	AXBCZ	MAKLA	12	12.M.C 12.A.V 12.K.C 12.L.C 12.A.V	2.0 1.5 1.75 1.5 0.8	0	242	m ǎ ɡ l a
2571	2570	fog	магла	ˈmaɡla	Serbo-Croatian Cyrillic	ˈm a ɡ l a	4 7 1 5 7	AXBCZ	MAKLA	11	11.M.C 11.A.V 11.K.C 11.L.C 11.A.V	2.0 1.5 1.75 1.5 0.8	0	242	ˈm a ɡ l a
2572	2571	fog	megla	məˈɡlá	Slovene	m ə ˈɡ l á	4 7 1 5 7	AXBCZ	MEKLA	14	14.M.C 14.E.V 14.K.C 14.L.C 14.A.V	2.0 1.5 1.75 1.5 0.8	0	242	m ə ˈɡ l á
2574	2573	fog	туман	tʊˈman	Russian	t ʊ ˈm a n	1 7 4 7 4	AXBYN	TYMAN	9	9.T.C 9.Y.V 9.M.C 9.A.V 9.N.c	2.0 1.5 1.75 1.3 0.8	0	244	t ʊ ˈm a n
2576	2575	fog	туман	tʊˈman	Ukrainian	t ʊ ˈm a n	1 7 4 7 4	AXBYN	TYMAN	15	15.T.C 15.Y.V 15.M.C 15.A.V 15.N.c	2.0 1.5 1.75 1.3 0.8	0	244	t ʊ ˈm a n
#
1265	1264	foot	foot	fʊt	English	f ʊ t	3 7 1	AXN	BYT	4	4.B.C 4.Y.V 4.T.c	2.0 1.5 0.8	0	251	f ʊ t
1266	1265	foot	стопа	stɐˈpa	Old Church Slavonic	s t ɐ ˈp a	3 1 7 1 7	ACYBZ	STEPA	7	7.S.C 7.T.C 7.E.V 7.P.C 7.A.V	2.0 1.5 1.3 1.75 0.8	0	248	s t ɐ ˈp - - a
1267	1266	foot	noha	ˈnoɦa	Czech	ˈn o ɦ a	4 7 3 7	AXBZ	NUHA	3	3.N.C 3.U.V 3.H.C 3.A.V	2.0 1.5 1.75 0.8	0	250	ˈn o ɦ a
1268	1267	foot	stopa	ˈstɔ.pa	Polish	ˈs t ɔ p a	3 1 7 1 7	ACYBZ	STUPA	8	8.S.C 8.T.C 8.U.V 8.P.C 8.A.V	2.0 1.5 1.3 1.75 0.8	0	248	ˈs t ɔ p - - a
1269	1268	foot	chodidlo	ˈxɔɟidɫɔ	Slovak	ˈx ɔ ɟ i d ɫ ɔ	3 7 1 7 1 5 7	AXBYBCZ	GUCITLU	13	13.G.C 13.U.V 13.C.C 13.I.V 13.T.C 13.L.C 13.U.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0	259	ˈx ɔ ɟ i d ɫ ɔ
1270	1269	foot	noga	ˈnɔɡa	Lower Sorbian	ˈn ɔ ɡ a	4 7 1 7	AXBZ	NUKA	5	5.N.C 5.U.V 5.K.C 5.A.V	2.0 1.5 1.75 0.8	0	250	ˈn ɔ ɡ a
1271	1270	foot	noha	ˈnoɦa	Upper Sorbian	ˈn o ɦ a	4 7 3 7	AXBZ	NUHA	16	16.N.C 16.U.V 16.H.C 16.A.V	2.0 1.5 1.75 0.8	0	250	ˈn o ɦ a
1272	1271	foot	крак	krak	Bulgarian	k r a k	1 5 7 1	ACXN	KRAK	2	2.K.C 2.R.C 2.A.V 2.K.c	2.0 1.5 1.5 0.8	0	249	k r a k
1274	1273	foot	stopa	ˈstɔ.pa	Serbo-Croatian Latin	ˈs t ɔ p a	3 1 7 1 7	ACYBZ	STUPA	12	12.S.C 12.T.C 12.U.V 12.P.C 12.A.V	2.0 1.5 1.3 1.75 0.8	0	248	ˈs t ɔ p - - a
1275	1274	foot	стопа	stɐˈpa	Serbo-Croatian Cyrillic	s t ɐ ˈp a	3 1 7 1 7	ACYBZ	STEPA	11	11.S.C 11.T.C 11.E.V 11.P.C 11.A.V	2.0 1.5 1.3 1.75 0.8	0	248	s t ɐ ˈp - - a
1276	1275	foot	stopalo	stǒpalo	Slovene	s t ǒ p a l o	3 1 7 1 7 5 7	ACYBYBZ	STUPALU	14	14.S.C 14.T.C 14.U.V 14.P.C 14.A.V 14.L.C 14.U.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	0	248	s t ǒ p a l o
1277	1276	foot	ступня	stʊpˈnʲa	Belarusian	s t ʊ p ˈnʲ a	3 1 7 1 4 7	ACYBCZ	STYPNA	1	1.S.C 1.T.C 1.Y.V 1.P.C 1.N.C 1.A.V	2.0 1.5 1.3 1.75 1.5 0.8	0	248	s t ʊ p - ˈnʲ a
1278	1277	foot	стопа	stɐˈpa	Russian	s t ɐ ˈp a	3 1 7 1 7	ACYBZ	STEPA	9	9.S.C 9.T.C 9.E.V 9.P.C 9.A.V	2.0 1.5 1.3 1.75 0.8	0	248	s t ɐ ˈp - - a
1279	1278	foot	стопа	stɐˈpa	Rusyn	s t ɐ ˈp a	3 1 7 1 7	ACYBZ	STEPA	10	10.S.C 10.T.C 10.E.V 10.P.C 10.A.V	2.0 1.5 1.3 1.75 0.8	0	248	s t ɐ ˈp - - a
1280	1279	foot	стопа	stɐˈpa	Ukrainian	s t ɐ ˈp a	3 1 7 1 7	ACYBZ	STEPA	15	15.S.C 15.T.C 15.E.V 15.P.C 15.A.V	2.0 1.5 1.3 1.75 0.8	0	248	s t ɐ ˈp - - a
#
817	816	forest	forest	ˈfɒɹɪst	English	ˈf ɒ ɹ ɪ s t	3 7 5 7 3 1	AXBYLN	BORIST	4	4.B.C 4.O.V 4.R.C 4.I.V 4.S.c 4.T.c	2.0 1.5 1.75 1.3 1.1 0.8	0	263	ˈf ɒ ɹ ɪ s t
819	818	forest	les	lɛz	Czech	l ɛ z	5 7 3	AXN	LES	3	3.L.C 3.E.V 3.S.c	2.0 1.5 0.8	0	260	l ɛ z
820	819	forest	las	-ɑs	Polish	ɑ s	7 3	XN	AS	8	8.A.V 8.S.c	1.5 0.8	0	260	- ɑ s
821	820	forest	les	lɛz	Slovak	l ɛ z	5 7 3	AXN	LES	13	13.L.C 13.E.V 13.S.c	2.0 1.5 0.8	0	260	l ɛ z
822	821	forest	góla	ˈɡoːla	Lower Sorbian	ˈɡ oː l a	1 7 5 7	AXBZ	KULA	5	5.K.C 5.U.V 5.L.C 5.A.V	2.0 1.5 1.75 0.8	0	261	ˈɡ oː l a
823	822	forest	lěs	lʲiɪ̯s	Upper Sorbian	lʲ iɪ̯ s	5 7 3	AXN	LIS	16	16.L.C 16.I.V 16.S.c	2.0 1.5 0.8	0	260	lʲ iɪ̯ s
824	823	forest	гора	ɡoˈra	Bulgarian	ɡ o ˈr a	1 7 5 7	AXBZ	KURA	2	2.K.C 2.U.V 2.R.C 2.A.V	2.0 1.5 1.75 0.8	0	261	ɡ o ˈr a
825	824	forest	шума	ˈʃumə	Macedonian	ˈʃ u m ə	3 7 4 7	AXBZ	SYME	6	6.S.C 6.Y.V 6.M.C 6.E.V	2.0 1.5 1.75 0.8	0	265	ˈʃ u m ə
826	825	forest	šuma	ʃûma	Serbo-Croatian Latin	ʃ û m a	3 7 4 7	AXBZ	SYMA	12	12.S.C 12.Y.V 12.M.C 12.A.V	2.0 1.5 1.75 0.8	0	265	ʃ û m a
827	826	forest	шума	ˈʃumə	Serbo-Croatian Cyrillic	ˈʃ u m ə	3 7 4 7	AXBZ	SYME	11	11.S.C 11.Y.V 11.M.C 11.E.V	2.0 1.5 1.75 0.8	0	265	ˈʃ u m ə
828	827	forest	gozd	ˈɡɔ́st	Slovene	ˈɡ ɔ́ s t	1 7 3 1	AXLN	KUST	14	14.K.C 14.U.V 14.S.c 14.T.c	2.0 1.5 1.1 0.8	0	271	ˈɡ ɔ́ s t
829	828	forest	лес	lɛs	Belarusian	l ɛ s	5 7 3	AXN	LES	1	1.L.C 1.E.V 1.S.c	2.0 1.5 0.8	0	260	l ɛ s
830	829	forest	лес	lɛs	Russian	l ɛ s	5 7 3	AXN	LES	9	9.L.C 9.E.V 9.S.c	2.0 1.5 0.8	0	260	l ɛ s
#
385	384	four	four	fɔː	English	f ɔː	3 7	AX	BU	4	4.B.C 4.U.V	2.0 1.5	0	274	f ɔː
387	386	four	čtyři	ˈt͡ʃtɪr̝ɪ	Czech	ˈt͡ʃ t ɪ r̝ ɪ	2 1 7 5 7	ACYBZ	CTIRI	3	3.C.C 3.T.C 3.I.V 3.R.C 3.I.V	2.0 1.5 1.3 1.75 0.8	0	273	- ˈt͡ʃ - t ɪ r̝ ɪ
388	387	four	cztery	ˈt͡ʂtɛ.rɨ	Polish	ˈt͡ʂ t ɛ r ɨ	2 1 7 5 7	ACYBZ	CTERI	8	8.C.C 8.T.C 8.E.V 8.R.C 8.I.V	2.0 1.5 1.3 1.75 0.8	0	273	- ˈt͡ʂ - t ɛ r ɨ
390	389	four	styri	ˈstɨrʲi	Lower Sorbian	ˈs t ɨ rʲ i	3 1 7 5 7	ACYBZ	STIRI	5	5.S.C 5.T.C 5.I.V 5.R.C 5.I.V	2.0 1.5 1.3 1.75 0.8	0	273	- ˈs - t ɨ rʲ i
391	390	four	štyri	ˈʃtiri	Upper Sorbian	ˈʃ t i r i	3 1 7 5 7	ACYBZ	STIRI	16	16.S.C 16.T.C 16.I.V 16.R.C 16.I.V	2.0 1.5 1.3 1.75 0.8	0	273	- ˈʃ - t i r i
392	391	four	четири	tʃětiri	Bulgarian	t ʃ ě t i r i	1 3 7 1 7 5 7	ACXBYBZ	TSETIRI	2	2.T.C 2.S.C 2.E.V 2.T.C 2.I.V 2.R.C 2.I.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	273	t ʃ ě t i r i
393	392	four	четири	tʃětiri	Macedonian	t ʃ ě t i r i	1 3 7 1 7 5 7	ACXBYBZ	TSETIRI	6	6.T.C 6.S.C 6.E.V 6.T.C 6.I.V 6.R.C 6.I.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	273	t ʃ ě t i r i
394	393	four	četiri	t͡ʃětri	Serbo-Croatian Latin	t͡ʃ ě t r i	2 7 1 5 7	AXBCZ	CETRI	12	12.C.C 12.E.V 12.T.C 12.R.C 12.I.V	2.0 1.5 1.75 1.5 0.8	0	273	- t͡ʃ ě t - r i
395	394	four	четири	tʃětiri	Serbo-Croatian Cyrillic	t ʃ ě t i r i	1 3 7 1 7 5 7	ACXBYBZ	TSETIRI	11	11.T.C 11.S.C 11.E.V 11.T.C 11.I.V 11.R.C 11.I.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	273	t ʃ ě t i r i
396	395	four	štiri	ˈʃtìːri	Slovene	ˈʃ t ìː r i	3 1 7 5 7	ACYBZ	STIRI	14	14.S.C 14.T.C 14.I.V 14.R.C 14.I.V	2.0 1.5 1.3 1.75 0.8	0	273	- ˈʃ - t ìː r i
398	397	four	четыре	t͡ɕɪˈtɨrʲe	Russian	t͡ɕ ɪ ˈt ɨ rʲ e	2 7 1 7 5 7	AXBYBZ	CITIRE	9	9.C.C 9.I.V 9.T.C 9.I.V 9.R.C 9.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	273	- t͡ɕ ɪ ˈt ɨ rʲ e
400	399	four	чотири	t͡ʃoˈtɪrɪ̞	Ukrainian	t͡ʃ o ˈt ɪ r ɪ̞	2 7 1 7 5 7	AXBYBZ	CUTIRI	15	15.C.C 15.U.V 15.T.C 15.I.V 15.R.C 15.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	273	- t͡ʃ o ˈt ɪ r ɪ̞
#
849	848	fruit	fruit	fɹuːt	English	f ɹ uː t	3 5 7 1	ACXN	BRYT	4	4.B.C 4.R.C 4.Y.V 4.T.c	2.0 1.5 1.5 0.8	0	277	f ɹ uː - t
850	849	fruit	овощє	ˈovəɕːe	Old Church Slavonic	ˈo v ə ɕː e	7 3 7 3 7	XBYBZ	UBESE	7	7.U.V 7.B.C 7.E.V 7.S.C 7.E.V	1.5 1.75 1.3 1.75 0.8	0	276	ˈo v ə ɕː - e
851	850	fruit	ovoce	ˈovot͡sɛ	Czech	ˈo v o t͡s ɛ	7 3 7 2 7	XBYBZ	UBUCE	3	3.U.V 3.B.C 3.U.V 3.C.C 3.E.V	1.5 1.75 1.3 1.75 0.8	0	276	ˈo v o t͡s - ɛ
852	851	fruit	owoc	ˈɔvɔt͡s	Polish	ˈɔ v ɔ t͡s	7 3 7 2	XBYN	UBUC	8	8.U.V 8.B.C 8.U.V 8.C.c	1.5 1.75 1.3 0.8	0	276	ˈɔ v ɔ t͡s - -
853	852	fruit	ovocie	ˈɔvɔt͡si̯ɛ	Slovak	ˈɔ v ɔ t͡s i̯ɛ	7 3 7 2 7	XBYBZ	UBUCI	13	13.U.V 13.B.C 13.U.V 13.C.C 13.I.V	1.5 1.75 1.3 1.75 0.8	0	276	ˈɔ v ɔ t͡s - i̯ɛ
854	853	fruit	płod	pwɔt	Lower Sorbian	p w ɔ t	1 6 7 1	ACXN	PWUT	5	5.P.C 5.W.C 5.U.V 5.T.c	2.0 1.5 1.5 0.8	0	275	p w ɔ t
855	854	fruit	płód	pwut̪	Upper Sorbian	p w u t̪	1 6 7 1	ACXN	PWYT	16	16.P.C 16.W.C 16.Y.V 16.T.c	2.0 1.5 1.5 0.8	0	275	p w u t̪
856	855	fruit	плод	plɔt	Bulgarian	p l ɔ t	1 5 7 1	ACXN	PLUT	2	2.P.C 2.L.C 2.U.V 2.T.c	2.0 1.5 1.5 0.8	0	275	p l ɔ t
857	856	fruit	овошје	ˈɔvɔʃjɛ	Macedonian	ˈɔ v ɔ ʃ j ɛ	7 3 7 3 6 7	XBYBCZ	UBUSJE	6	6.U.V 6.B.C 6.U.V 6.S.C 6.J.C 6.E.V	1.5 1.75 1.3 1.75 1.5 0.8	0	276	ˈɔ v ɔ ʃ j ɛ
858	857	fruit	voće	ʋǒtɕe	Serbo-Croatian Latin	ʋ ǒ t ɕ e	6 7 1 3 7	AXBCZ	WUTSE	12	12.W.C 12.U.V 12.T.C 12.S.C 12.E.V	2.0 1.5 1.75 1.5 0.8	0	283	ʋ ǒ t ɕ e
859	858	fruit	воће	ʋǒtɕe	Serbo-Croatian Cyrillic	ʋ ǒ t ɕ e	6 7 1 3 7	AXBCZ	WUTSE	11	11.W.C 11.U.V 11.T.C 11.S.C 11.E.V	2.0 1.5 1.75 1.5 0.8	0	283	ʋ ǒ t ɕ e
860	859	fruit	sadje	ˈsɑtːʃe	Slovene	ˈs ɑ tː ʃ e	3 7 1 3 7	AXBCZ	SATSE	14	14.S.C 14.A.V 14.T.C 14.S.C 14.E.V	2.0 1.5 1.75 1.5 0.8	0	283	ˈs ɑ tː ʃ e
862	861	fruit	фрукт	frukt	Russian	f r u k t	3 5 7 1 1	ACXLN	BRYKT	9	9.B.C 9.R.C 9.Y.V 9.K.c 9.T.c	2.0 1.5 1.5 1.1 0.8	0	277	f r u k t
864	863	fruit	фрукт	frukt	Ukrainian	f r u k t	3 5 7 1 1	ACXLN	BRYKT	15	15.B.C 15.R.C 15.Y.V 15.K.c 15.T.c	2.0 1.5 1.5 1.1 0.8	0	277	f r u k t
#
2897	2896	full	full	fʊl	English	f ʊ l	3 7 5	AXN	BYL	4	4.B.C 4.Y.V 4.L.c	2.0 1.5 0.8	0	286	f ʊ l
2899	2898	full	plný	pl̩niː	Czech	p l̩ n iː	1 5 4 7	AXBZ	PLNI	3	3.P.C 3.L.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	0	287	p - l̩ - n iː -
2900	2899	full	pełny	ˈpɛwn̪ɨ	Polish	ˈp ɛ w n̪ ɨ	1 7 6 4 7	AXMBZ	PEWNI	8	8.P.C 8.E.V 8.W.c 8.N.C 8.I.V	2.0 1.5 1.1 1.75 0.8	0	287	ˈp ɛ w - n̪ ɨ -
2901	2900	full	plný	pl̩niː	Slovak	p l̩ n iː	1 5 4 7	AXBZ	PLNI	13	13.P.C 13.L.V 13.N.C 13.I.V	2.0 1.5 1.75 0.8	0	287	p - l̩ - n iː -
2902	2901	full	połny	ˈpownɨ	Lower Sorbian	ˈp o w n ɨ	1 7 6 4 7	AXMBZ	PUWNI	5	5.P.C 5.U.V 5.W.c 5.N.C 5.I.V	2.0 1.5 1.1 1.75 0.8	0	287	ˈp o w - n ɨ -
2903	2902	full	połny	ˈpownɨ	Upper Sorbian	ˈp o w n ɨ	1 7 6 4 7	AXMBZ	PUWNI	16	16.P.C 16.U.V 16.W.c 16.N.C 16.I.V	2.0 1.5 1.1 1.75 0.8	0	287	ˈp o w - n ɨ -
2904	2903	full	пълен	ˈpɤlɛn	Bulgarian	ˈp ɤ l ɛ n	1 7 5 7 4	AXBYN	PELEN	2	2.P.C 2.E.V 2.L.C 2.E.V 2.N.c	2.0 1.5 1.75 1.3 0.8	0	287	ˈp ɤ l ɛ n - -
2906	2905	full	pun	pʌn	Serbo-Croatian Latin	p ʌ n	1 7 4	AXN	PEN	12	12.P.C 12.E.V 12.N.c	2.0 1.5 0.8	0	287	p ʌ - - n - -
2907	2906	full	пун	pûn	Serbo-Croatian Cyrillic	p û n	1 7 4	AXN	PYN	11	11.P.C 11.Y.V 11.N.c	2.0 1.5 0.8	0	287	p û - - n - -
2908	2907	full	poln	ˈpɔ́ːwn	Slovene	ˈp ɔ́ː w n	1 7 6 4	AXLN	PUWN	14	14.P.C 14.U.V 14.W.c 14.N.c	2.0 1.5 1.1 0.8	0	287	ˈp ɔ́ː w - n - -
2910	2909	full	полный	ˈpolnɨj	Russian	ˈp o l n ɨ j	1 7 5 4 7 6	AXMBYN	PULNIJ	9	9.P.C 9.U.V 9.L.c 9.N.C 9.I.V 9.J.c	2.0 1.5 1.1 1.75 1.3 0.8	0	287	ˈp o l - n ɨ j
2912	2911	full	повний	ˈpɔu̯nei̯	Ukrainian	ˈp ɔu̯ n ei̯	1 7 4 7	AXBZ	PUNE	15	15.P.C 15.U.V 15.N.C 15.E.V	2.0 1.5 1.75 0.8	0	287	ˈp ɔu̯ - - n ei̯ -
#
2945	2944	good	good	ɡʊd	English	ɡ ʊ d	1 7 1	AXN	KYT	4	4.K.C 4.Y.V 4.T.c	2.0 1.5 0.8	0	291	ɡ ʊ d
2947	2946	good	dobrý	ˈdobriː	Czech	ˈd o b r iː	1 7 1 5 7	AXBCZ	TUPRI	3	3.T.C 3.U.V 3.P.C 3.R.C 3.I.V	2.0 1.5 1.75 1.5 0.8	0	288	ˈd o b - r iː -
2948	2947	good	dobry	ˈdobrɪ	Polish	ˈd o b r ɪ	1 7 1 5 7	AXBCZ	TUPRI	8	8.T.C 8.U.V 8.P.C 8.R.C 8.I.V	2.0 1.5 1.75 1.5 0.8	0	288	ˈd o b - r ɪ -
2949	2948	good	dobrý	ˈdobriː	Slovak	ˈd o b r iː	1 7 1 5 7	AXBCZ	TUPRI	13	13.T.C 13.U.V 13.P.C 13.R.C 13.I.V	2.0 1.5 1.75 1.5 0.8	0	288	ˈd o b - r iː -
2950	2949	good	dobry	ˈdobrɪ	Lower Sorbian	ˈd o b r ɪ	1 7 1 5 7	AXBCZ	TUPRI	5	5.T.C 5.U.V 5.P.C 5.R.C 5.I.V	2.0 1.5 1.75 1.5 0.8	0	288	ˈd o b - r ɪ -
2951	2950	good	dobry	ˈdobrɪ	Upper Sorbian	ˈd o b r ɪ	1 7 1 5 7	AXBCZ	TUPRI	16	16.T.C 16.U.V 16.P.C 16.R.C 16.I.V	2.0 1.5 1.75 1.5 0.8	0	288	ˈd o b - r ɪ -
2952	2951	good	добър	doˈbɤr	Bulgarian	d o ˈb ɤ r	1 7 1 7 5	AXBYN	TUPER	2	2.T.C 2.U.V 2.P.C 2.E.V 2.R.c	2.0 1.5 1.75 1.3 0.8	0	288	d o ˈb ɤ r - -
2953	2952	good	добар	dôbar	Macedonian	d ô b a r	1 7 1 7 5	AXBYN	TUPAR	6	6.T.C 6.U.V 6.P.C 6.A.V 6.R.c	2.0 1.5 1.75 1.3 0.8	0	288	d ô b a r - -
2954	2953	good	dobar	dôbar	Serbo-Croatian Latin	d ô b a r	1 7 1 7 5	AXBYN	TUPAR	12	12.T.C 12.U.V 12.P.C 12.A.V 12.R.c	2.0 1.5 1.75 1.3 0.8	0	288	d ô b a r - -
2955	2954	good	добар	dôbar	Serbo-Croatian Cyrillic	d ô b a r	1 7 1 7 5	AXBYN	TUPAR	11	11.T.C 11.U.V 11.P.C 11.A.V 11.R.c	2.0 1.5 1.75 1.3 0.8	0	288	d ô b a r - -
